// Reference=MNI
// Dade L A, 2001: Odor Working Memory - Baseline
// Subjects=12
-30	53	6
28	57	0
-27	30	-17
32	44	-18
-40	12	33
39	36	32
-51	34	-9
-12	32	30
-15	6	53
0	17	57
21	12	56
27	-4	59
-30	-23	59
-28	18	6
-44	-54	50
-28	-57	47
43	-54	48
8	-69	51

// Dade L A, 2001: Face Working Memory - Baseline
// Subjects=12
-35	51	3
34	56	-2
-28	49	16
-39	5	45
-42	20	36
38	34	41
-46	41	-11
-32	27	5
8	20	50
1	-28	24
11	30	32
16	39	18
-8	6	62
17	12	56
31	3	60
-32	-25	60
-5	-26	59
-62	-33	-8
66	-35	-11
-13	-35	66
-40	-47	44
-5	-64	48
40	-56	50
7	-68	47

// Dade L A, 2001: Conjunction Analysis
// Subjects=12
-34	51	5
28	56	-2
-42	10	41
-41	20	35
40	36	32
-47	39	-11
-35	-52	48
-44	-54	50
40	-56	50
8	-69	51

// Sevostianov A, 2002: Pictures > Words
// Subjects=14
-30.88	-77.04	-21.79
-28.81	-58	-23.41
-18	-17.12	8.73
-20.34	-69.72	-38.13
43.93	-69.91	-18.78
33.17	-48.82	-20.43
44.03	-66.76	-5.67
33.53	-89.06	9.71

// Sevostianov A, 2002: Words > Pictures
// Subjects=14
-56.64	-14.67	-11.11
-45.89	-27.12	-7.96
-58.54	-21.08	16.22
63.12	-15.38	-3.5

// Sevostianov A, 2002: Mixed > (Pictures and Words)
// Subjects=14
-36.92	-.78	56.64
-41.44	27.43	36.49
1.39	37.34	50.77
-45.83	-70.44	-17.71
-48.09	-60.74	-29.65
31.48	1.92	57.86
52.41	-59.62	-24.2
63.13	-26.3	-7.05

// Petit L, 1998: Spatial Working Memory
// Subjects=12
0	-14	50
-1	9	50
0	-2	38
1	5	36

// Petit L, 1998: Face Working Memory
// Subjects=12
1	-14	50
0	8	50
1	-5	40
-1	16	33

// Bunge S A, 2001: Load 6 > Load 4
// Subjects=16
-42	-2	32
-34	20	4
36	24	4
36	30	-4
38	46	0
40	34	20
48	26	28
26	2	56
8	20	44
2	4	28
-28	-70	36
44	-50	48
16	-46	-16
24	-62	-24

// Bunge S A, 2001: Load 4 High Recency > Load 4
// Subjects=16
44	16	36
6	2	32

// Bunge S A, 2001: Load-related Activation and Load Susceptibility
// Subjects=16
2	24	28
4	4	48
-34	30	8
-52	-40	4
6	-10	8
10	-72	-16
-46	8	-12

// Bunge S A, 2001: Interference-related Activation and Interference 
// Susceptibility
// Subjects=16
42	20	36
52	-52	16

// Wagner A D, 1998: Encoding Words > Textures
// Subjects=9
-55.57	23.72	3.5
-38.56	30.62	-5.08
-44.47	5.09	50.66
-49.2	15.67	-4.82
-54.37	9.78	15.81
-1.71	20.84	57.77
-54.46	8.84	3.62
-28.44	20.5	55.88
-5.38	62.14	14.2
-35.24	47.25	16.91
